# Contrast1,Contrast2,Contrast3,Contrast4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,entropy1,entropy2,entropy3,entropy4
7.291605,15.994506,6.077468,9.593924,0.972496,0.939558,0.977032,0.963745,0.831020,0.776522,0.826383,0.782296,3.881487,4.089310,3.893267,4.052349,0.217967,0.198003,0.216622,0.199120
18.903712,29.880328,15.022975,35.324502,0.957987,0.932478,0.966393,0.920390,0.880411,0.854391,0.882159,0.851992,4.462578,4.598326,4.449122,4.610208,0.153571,0.146170,0.154401,0.145519
23.756605,34.869755,9.569118,29.499830,0.935959,0.904904,0.973960,0.919559,0.820879,0.774085,0.830125,0.775990,4.122195,4.286879,4.047194,4.274978,0.193579,0.178207,0.196987,0.178384
24.144313,31.650440,14.423224,42.502096,0.960284,0.947856,0.976233,0.929977,0.819532,0.772121,0.821604,0.771204,4.476821,4.651998,4.451888,4.668709,0.178235,0.164589,0.180004,0.163655
15.793142,26.513633,9.266894,21.609666,0.904097,0.836458,0.942917,0.866738,0.811778,0.761170,0.822276,0.762992,3.608311,3.790496,3.557982,3.778474,0.249135,0.227808,0.253421,0.228016
10.565131,23.915939,8.815811,12.599959,0.938444,0.859688,0.948542,0.926121,0.821998,0.770995,0.830290,0.776199,3.983487,4.174747,3.941830,4.139183,0.189303,0.173333,0.193329,0.174535
7.584016,11.564972,4.209742,10.943527,0.976057,0.963337,0.986675,0.965305,0.817694,0.756617,0.817972,0.758765,4.226336,4.428333,4.211023,4.424468,0.168275,0.151408,0.168926,0.151738
11.091475,21.729154,10.491289,19.546240,0.975565,0.952078,0.976859,0.956891,0.829430,0.773419,0.828711,0.777972,4.131379,4.327669,4.130617,4.314433,0.188461,0.171346,0.189547,0.172430
25.252785,36.386359,14.595956,40.189262,0.937989,0.910228,0.964035,0.900854,0.773131,0.715649,0.784014,0.715752,4.462170,4.657176,4.401541,4.661117,0.162214,0.146829,0.165332,0.146586
14.883559,19.265022,6.065987,20.999315,0.960462,0.948419,0.984025,0.943890,0.828159,0.780689,0.840328,0.782013,4.155605,4.318770,4.088300,4.318600,0.189531,0.174303,0.193194,0.174549
28.206194,39.530554,16.829270,46.009311,0.910741,0.874565,0.946827,0.853975,0.785143,0.737244,0.791864,0.737216,4.059492,4.233786,4.006946,4.241488,0.225425,0.206565,0.228234,0.206703
